municipio,año,numcasos,ciclo_vital_adolescencia,ciclo_vital_adulto,ciclo_vital_adulto_mayor,ciclo_vital_ancianidad,ciclo_vital_infancia,ciclo_vital_menor_de_1_año,ciclo_vital_primera_infancia,regimen_salud_contributivo,regimen_salud_especial,regimen_salud_excepción,regimen_salud_indeterminado,regimen_salud_no_asegurado,regimen_salud_subsidiado,evento_clasico,evento_grave,hospitalizado_no,hospitalizado_si,desenlace_fallecido,desenlace_vivo,sexo_femenino,sexo_masculino,subregion_centro,subregion_costera,subregion_metropolitana,subregion_oriental,subregion_sur,area_cabecera_municipal,area_centro_poblado,area_rural_disperso,tipo_caso_conf_por_laboratorio,tipo_caso_conf_por_nexo,tipo_caso_probable,periodo_1,periodo_2,periodo_3,periodo_4,periodo_5,periodo_6,periodo_7,periodo_8,periodo_9,periodo_10,periodo_11,periodo_12,periodo_13
SANTO TOMÁS,2017,11,3,6,1,0,1,0,0,6,0,0,0,0,5,11,0,9,2,0,11,4,7,0,0,0,11,0,11,0,0,1,0,10,1,0,0,0,0,3,1,3,2,0,0,0,1
SANTO TOMÁS,2018,7,2,3,0,0,1,0,1,5,0,0,0,0,2,7,0,4,3,0,7,4,3,0,0,0,7,0,7,0,0,2,0,5,2,0,1,0,1,1,0,0,0,0,1,1,0
SANTO TOMÁS,2019,11,4,5,0,0,1,0,1,3,0,0,0,0,8,11,0,7,4,0,11,5,6,0,0,0,11,0,10,0,1,2,0,9,0,0,0,0,1,1,2,2,1,0,2,1,1
SANTO TOMÁS,2020,9,2,2,0,0,1,0,4,3,0,0,0,0,6,9,0,4,5,0,9,2,7,0,0,0,9,0,9,0,0,1,0,8,1,2,1,1,0,0,0,1,0,0,2,0,1
SANTO TOMÁS,2021,11,3,5,1,0,1,0,1,3,0,0,0,1,7,11,0,4,7,0,11,5,6,0,0,0,11,0,11,0,0,2,0,9,2,0,0,0,0,0,0,0,1,1,1,4,2
SANTO TOMÁS,2022,16,6,6,0,1,2,0,1,6,0,0,0,0,10,16,0,4,12,0,16,7,9,0,0,0,16,0,15,1,0,5,0,11,1,1,1,2,0,0,0,1,2,1,4,1,2
SANTO TOMÁS,2023,19,7,10,1,0,1,0,0,5,0,0,0,1,13,19,0,8,11,0,19,11,8,0,0,0,19,0,19,0,0,8,0,11,3,0,0,0,4,1,0,1,1,2,2,4,1
SOLEDAD,2017,324,131,86,14,0,60,3,30,170,8,11,2,6,127,317,7,140,184,0,324,152,172,0,0,324,0,0,324,0,0,105,1,218,6,3,6,3,6,7,6,15,30,36,52,51,103
SOLEDAD,2018,675,293,160,8,1,142,6,65,373,3,17,3,20,259,665,10,230,445,0,675,294,381,0,0,675,0,0,670,5,0,287,1,387,132,88,25,15,19,11,24,42,47,53,51,84,84
SOLEDAD,2019,610,270,102,4,1,150,6,77,337,2,15,2,7,247,605,5,187,423,1,609,277,333,0,0,610,0,0,610,0,0,186,4,420,82,48,11,9,8,14,27,32,19,26,55,123,156
SOLEDAD,2020,462,204,104,14,1,95,0,44,288,0,19,7,14,134,455,7,167,295,1,461,239,223,0,0,462,0,0,461,1,0,101,0,361,203,107,37,6,4,6,3,4,9,10,10,20,43
SOLEDAD,2021,1551,744,341,16,1,325,4,120,777,0,100,6,26,642,1518,33,594,957,0,1551,704,847,0,0,1551,0,0,1523,28,0,370,6,1175,25,26,13,8,5,14,20,34,81,186,292,500,347
SOLEDAD,2022,2125,1067,530,21,0,393,3,111,1036,0,153,8,50,878,2051,74,893,1232,0,2125,994,1131,0,0,2125,0,0,2098,27,0,1119,8,998,184,118,54,23,17,30,61,106,136,184,287,418,507
SOLEDAD,2023,1250,565,335,32,3,215,2,98,552,5,71,4,15,603,1230,20,586,664,0,1250,574,676,0,0,1250,0,0,1247,3,0,632,2,616,402,210,72,32,49,32,49,102,71,64,45,68,54
SUAN,2018,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SUAN,2019,20,6,1,0,0,8,0,5,3,0,0,1,0,16,20,0,14,6,0,20,10,10,0,0,0,0,20,20,0,0,2,1,17,1,1,0,0,0,1,2,1,5,1,1,4,3
SUAN,2020,15,13,0,0,0,1,0,1,11,0,1,0,0,3,15,0,13,2,0,15,5,10,0,0,0,0,15,15,0,0,1,0,14,9,3,1,2,0,0,0,0,0,0,0,0,0
SUAN,2021,4,1,0,0,0,1,0,2,1,0,0,0,0,3,4,0,4,0,0,4,1,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2
SUAN,2022,65,26,7,3,0,24,0,5,7,0,4,0,2,52,61,4,42,23,0,65,27,38,0,0,0,0,65,64,0,1,8,0,57,4,12,7,2,5,14,7,10,3,1,0,0,0
SUAN,2023,14,5,1,0,0,4,0,4,2,0,0,0,0,12,14,0,12,2,0,14,6,8,0,0,0,0,14,14,0,0,1,0,13,0,0,0,0,0,2,0,1,4,3,0,4,0
TUBARÁ,2017,10,2,5,3,0,0,0,0,4,0,0,0,0,6,9,1,9,1,0,10,4,6,0,10,0,0,0,2,1,7,1,0,9,0,0,0,0,1,0,0,0,0,0,2,7,0
TUBARÁ,2018,11,3,3,0,0,4,0,1,8,0,0,0,0,3,11,0,8,3,0,11,3,8,0,11,0,0,0,4,7,0,3,3,5,0,0,0,0,0,0,1,3,2,3,1,0,1
TUBARÁ,2019,4,0,3,0,0,1,0,0,1,0,0,0,0,3,3,1,1,3,0,4,2,2,0,4,0,0,0,2,2,0,1,0,3,1,0,0,0,0,0,1,0,0,0,2,0,0
TUBARÁ,2020,17,7,3,0,0,6,0,1,8,0,0,0,0,9,16,1,12,5,1,16,12,5,0,17,0,0,0,5,11,1,14,0,3,4,10,1,0,0,1,1,0,0,0,0,0,0
TUBARÁ,2021,9,3,2,1,0,3,0,0,4,0,0,1,0,4,9,0,3,6,0,9,3,6,0,9,0,0,0,4,5,0,2,0,7,0,0,0,0,1,0,0,0,1,0,3,3,1
TUBARÁ,2022,29,15,5,0,0,9,0,0,12,0,1,0,0,16,27,2,11,18,0,29,18,11,0,29,0,0,0,27,2,0,10,0,19,1,1,1,1,1,0,6,0,0,1,7,9,1
TUBARÁ,2023,4,3,1,0,0,0,0,0,2,0,0,0,0,2,4,0,0,4,0,4,2,2,0,4,0,0,0,3,1,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0
USIACURÍ,2017,12,6,4,1,0,0,0,1,2,0,0,0,0,10,12,0,12,0,0,12,9,3,12,0,0,0,0,11,0,1,0,0,12,0,0,0,1,1,1,0,1,3,2,2,1,0
USIACURÍ,2018,18,4,7,1,0,2,1,3,3,0,0,0,0,15,18,0,18,0,0,18,11,7,18,0,0,0,0,17,0,1,0,0,18,1,0,0,0,0,1,4,5,0,0,2,3,2
USIACURÍ,2019,7,3,3,1,0,0,0,0,1,1,0,0,0,5,6,1,4,3,1,6,3,4,7,0,0,0,0,7,0,0,1,0,6,0,2,0,0,0,0,1,0,3,0,0,1,0
USIACURÍ,2020,2,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1,1,0,2,1,1,2,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
USIACURÍ,2021,2,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,2,0,2,1,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
USIACURÍ,2022,9,4,3,0,0,1,0,1,2,0,0,0,0,7,9,0,4,5,0,9,5,4,9,0,0,0,0,9,0,0,1,0,8,1,0,0,0,2,0,1,0,0,0,2,1,2
USIACURÍ,2023,212,110,26,2,0,55,0,19,43,1,4,0,0,164,212,0,96,116,0,212,103,109,212,0,0,0,0,211,1,0,13,3,196,1,0,0,2,5,7,46,62,23,29,24,11,2
