municipio,año,temp_max,temp_min,humedad,precipitacion,dist_rio_1,dist_lag_1
SABANALARGA,2022,30.58648109436035,23.864856719970703,91.05322265625,568303.6927129307,0.705266525333551,8.32490008654472
SABANALARGA,2023,31.43272399902344,24.38555145263672,90.2286148071289,372214.75067557534,0.705266525333551,8.32490008654472
SANTA LUCÍA,2017,31.780393600463867,24.84630457560221,88.88163503011067,382624.9643928384,2.134185015397168,9.113102284704613
SANTA LUCÍA,2018,31.805594126383465,24.78107070922852,88.81549580891927,324284.055127379,2.134185015397168,9.113102284704613
SANTA LUCÍA,2019,32.106221516927086,25.06965065002441,88.30531819661458,292622.991647949,2.134185015397168,9.113102284704613
SANTA LUCÍA,2020,31.645545959472656,24.8614559173584,88.54160563151042,358812.5900210415,2.134185015397168,9.113102284704613
SANTA LUCÍA,2021,31.47076161702474,24.669289271036785,88.63787587483723,365353.6438119249,2.134185015397168,9.113102284704613
SANTA LUCÍA,2022,31.21526908874512,24.47289784749349,89.78248087565105,455079.451586547,2.134185015397168,9.113102284704613
SANTA LUCÍA,2023,32.27320098876953,25.050997416178387,88.5809326171875,329198.202321954,2.134185015397168,9.113102284704613
SANTO TOMÁS,2017,30.968159993489586,24.494722366333008,90.10630289713542,550048.4390133864,2.537834539424502,5.124024254807073
SANTO TOMÁS,2018,30.88600730895996,24.42803382873535,89.9574686686198,469218.2784120513,2.537834539424502,5.124024254807073
SANTO TOMÁS,2019,31.137488047281902,24.688162485758465,89.60757700602214,434414.46709626337,2.537834539424502,5.124024254807073
SANTO TOMÁS,2020,30.835818608601887,24.50280825297038,89.74022674560547,546243.9351621221,2.537834539424502,5.124024254807073
SANTO TOMÁS,2021,30.66786193847656,24.328123092651367,89.59716033935547,547501.4135851925,2.537834539424502,5.124024254807073
SANTO TOMÁS,2022,30.63712310791016,24.13201332092285,90.64460754394533,689034.0819408143,2.537834539424502,5.124024254807073
SANTO TOMÁS,2023,31.33846155802409,24.71581013997396,89.91937510172527,469017.0736795909,2.537834539424502,5.124024254807073
SOLEDAD,2017,30.87505149841309,24.834909439086918,88.73133087158203,356540.8429804077,2.112103133879049,1.787470321237574
SOLEDAD,2018,30.60390853881836,24.734071731567383,88.67057800292969,270510.114852288,2.112103133879049,1.787470321237574
SOLEDAD,2019,30.70805931091309,24.82390785217285,88.94598388671875,295433.5570295216,2.112103133879049,1.787470321237574
SOLEDAD,2020,30.71285629272461,24.759944915771484,88.9083023071289,400126.4269212719,2.112103133879049,1.787470321237574
SOLEDAD,2021,30.53203582763672,24.65993881225586,88.51116180419922,374000.7461156257,2.112103133879049,1.787470321237574
SOLEDAD,2022,30.569515228271484,24.498779296875,88.92833709716797,539119.4295429203,2.112103133879049,1.787470321237574
