municipio,periodo_continuo,PPC,Joinpoints,segmento,significancia,pvalor
PUERTO COLOMBIA,76,-11.9526,2,2.0,1.0,0.002
PUERTO COLOMBIA,77,-11.9526,2,2.0,1.0,0.002
PUERTO COLOMBIA,78,-11.9526,2,2.0,1.0,0.002
REPELÓN,10,15.6672,2,0.0,1.0,0.0004
REPELÓN,20,15.6672,2,0.0,1.0,0.0004
REPELÓN,23,15.6672,2,0.0,1.0,0.0004
REPELÓN,25,15.6672,2,0.0,1.0,0.0004
REPELÓN,26,15.6672,2,0.0,1.0,0.0004
REPELÓN,27,15.6672,2,0.0,1.0,0.0004
REPELÓN,28,15.6672,2,0.0,1.0,0.0004
REPELÓN,29,15.6672,2,0.0,1.0,0.0004
REPELÓN,30,15.6672,2,0.0,1.0,0.0004
REPELÓN,31,15.6672,2,0.0,1.0,0.0004
REPELÓN,32,,2,0.0,1.0,0.0004
REPELÓN,34,-18.1445,2,1.0,1.0,0.0012
REPELÓN,35,-18.1445,2,1.0,1.0,0.0012
REPELÓN,36,-18.1445,2,1.0,1.0,0.0012
REPELÓN,37,-18.1445,2,1.0,1.0,0.0012
REPELÓN,38,-18.1445,2,1.0,1.0,0.0012
REPELÓN,39,-18.1445,2,1.0,1.0,0.0012
REPELÓN,40,-18.1445,2,1.0,1.0,0.0012
REPELÓN,50,-18.1445,2,1.0,1.0,0.0012
REPELÓN,51,,2,1.0,1.0,0.0012
REPELÓN,52,7.0213,2,2.0,0.0,0.065187
REPELÓN,59,7.0213,2,2.0,0.0,0.065187
REPELÓN,61,7.0213,2,2.0,0.0,0.065187
REPELÓN,62,7.0213,2,2.0,0.0,0.065187
REPELÓN,64,7.0213,2,2.0,0.0,0.065187
REPELÓN,66,7.0213,2,2.0,0.0,0.065187
REPELÓN,74,7.0213,2,2.0,0.0,0.065187
SABANAGRANDE,1,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,4,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,6,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,8,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,9,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,10,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,11,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,12,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,16,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,20,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,21,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,22,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,23,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,24,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,25,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,26,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,27,-2.7986,3,0.0,0.0,0.106779
SABANAGRANDE,28,,3,0.0,0.0,0.106779
SABANAGRANDE,37,20.4291,3,1.0,1.0,0.010398
SABANAGRANDE,38,20.4291,3,1.0,1.0,0.010398
SABANAGRANDE,39,20.4291,3,1.0,1.0,0.010398
SABANAGRANDE,40,,3,2.0,1.0,0.009198
SABANAGRANDE,41,-24.1188,3,2.0,1.0,0.009198
SABANAGRANDE,45,-24.1188,3,2.0,1.0,0.009198
SABANAGRANDE,49,-24.1188,3,2.0,1.0,0.009198
SABANAGRANDE,51,,3,3.0,0.0,0.057988
SABANAGRANDE,52,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,53,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,54,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,60,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,61,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,62,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,63,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,64,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,66,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,68,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,69,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,72,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,75,4.2284,3,3.0,0.0,0.057988
SABANAGRANDE,78,4.2284,3,3.0,0.0,0.057988
SABANALARGA,1,18.4037,1,0.0,1.0,0.0
SABANALARGA,2,18.4037,1,0.0,1.0,0.0
SABANALARGA,3,18.4037,1,0.0,1.0,0.0
SABANALARGA,5,18.4037,1,0.0,1.0,0.0
SABANALARGA,6,18.4037,1,0.0,1.0,0.0
SABANALARGA,7,18.4037,1,0.0,1.0,0.0
SABANALARGA,8,18.4037,1,0.0,1.0,0.0
SABANALARGA,9,18.4037,1,0.0,1.0,0.0
SABANALARGA,10,18.4037,1,0.0,1.0,0.0
SABANALARGA,11,18.4037,1,0.0,1.0,0.0
SABANALARGA,12,18.4037,1,0.0,1.0,0.0
SABANALARGA,13,18.4037,1,0.0,1.0,0.0
SABANALARGA,14,18.4037,1,0.0,1.0,0.0
SABANALARGA,15,18.4037,1,0.0,1.0,0.0
SABANALARGA,16,18.4037,1,0.0,1.0,0.0
SABANALARGA,17,,1,0.0,1.0,0.0
SABANALARGA,18,-3.2062,1,1.0,1.0,0.0
SABANALARGA,19,-3.2062,1,1.0,1.0,0.0
SABANALARGA,20,-3.2062,1,1.0,1.0,0.0
SABANALARGA,21,-3.2062,1,1.0,1.0,0.0
SABANALARGA,22,-3.2062,1,1.0,1.0,0.0
SABANALARGA,23,-3.2062,1,1.0,1.0,0.0
SABANALARGA,24,-3.2062,1,1.0,1.0,0.0
SABANALARGA,25,-3.2062,1,1.0,1.0,0.0
SABANALARGA,26,-3.2062,1,1.0,1.0,0.0
SABANALARGA,27,-3.2062,1,1.0,1.0,0.0
SABANALARGA,28,-3.2062,1,1.0,1.0,0.0
SABANALARGA,29,-3.2062,1,1.0,1.0,0.0
SABANALARGA,30,-3.2062,1,1.0,1.0,0.0
SABANALARGA,32,-3.2062,1,1.0,1.0,0.0
SABANALARGA,34,-3.2062,1,1.0,1.0,0.0
SABANALARGA,35,-3.2062,1,1.0,1.0,0.0
SABANALARGA,36,-3.2062,1,1.0,1.0,0.0
SABANALARGA,37,-3.2062,1,1.0,1.0,0.0
SABANALARGA,38,-3.2062,1,1.0,1.0,0.0
SABANALARGA,39,-3.2062,1,1.0,1.0,0.0
SABANALARGA,40,-3.2062,1,1.0,1.0,0.0
SABANALARGA,41,-3.2062,1,1.0,1.0,0.0
SABANALARGA,43,-3.2062,1,1.0,1.0,0.0
SABANALARGA,44,-3.2062,1,1.0,1.0,0.0
SABANALARGA,45,-3.2062,1,1.0,1.0,0.0
SABANALARGA,46,-3.2062,1,1.0,1.0,0.0
SABANALARGA,47,-3.2062,1,1.0,1.0,0.0
SABANALARGA,48,-3.2062,1,1.0,1.0,0.0
SABANALARGA,49,-3.2062,1,1.0,1.0,0.0
SABANALARGA,50,-3.2062,1,1.0,1.0,0.0
SABANALARGA,51,-3.2062,1,1.0,1.0,0.0
SABANALARGA,52,-3.2062,1,1.0,1.0,0.0
SABANALARGA,53,-3.2062,1,1.0,1.0,0.0
SABANALARGA,54,-3.2062,1,1.0,1.0,0.0
SABANALARGA,55,-3.2062,1,1.0,1.0,0.0
SABANALARGA,56,-3.2062,1,1.0,1.0,0.0
SABANALARGA,57,-3.2062,1,1.0,1.0,0.0
SABANALARGA,58,-3.2062,1,1.0,1.0,0.0
SABANALARGA,59,-3.2062,1,1.0,1.0,0.0
SABANALARGA,60,-3.2062,1,1.0,1.0,0.0
SABANALARGA,61,-3.2062,1,1.0,1.0,0.0
SABANALARGA,62,-3.2062,1,1.0,1.0,0.0
SABANALARGA,63,-3.2062,1,1.0,1.0,0.0
SABANALARGA,64,-3.2062,1,1.0,1.0,0.0
SABANALARGA,65,-3.2062,1,1.0,1.0,0.0
SABANALARGA,66,-3.2062,1,1.0,1.0,0.0
SABANALARGA,67,-3.2062,1,1.0,1.0,0.0
SABANALARGA,68,-3.2062,1,1.0,1.0,0.0
SABANALARGA,69,-3.2062,1,1.0,1.0,0.0
SABANALARGA,70,-3.2062,1,1.0,1.0,0.0
SABANALARGA,71,-3.2062,1,1.0,1.0,0.0
SABANALARGA,72,-3.2062,1,1.0,1.0,0.0
SABANALARGA,73,-3.2062,1,1.0,1.0,0.0
SABANALARGA,74,-3.2062,1,1.0,1.0,0.0
SABANALARGA,75,-3.2062,1,1.0,1.0,0.0
SABANALARGA,76,-3.2062,1,1.0,1.0,0.0
SABANALARGA,77,-3.2062,1,1.0,1.0,0.0
SABANALARGA,78,-3.2062,1,1.0,1.0,0.0
SANTA LUCÍA,17,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,26,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,27,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,31,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,32,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,33,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,34,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,35,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,36,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,49,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,50,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,51,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,52,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,53,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,54,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,55,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,56,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,65,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,66,-4.7578,0,0.0,0.0,0.105179
SANTA LUCÍA,70,-4.7578,0,0.0,0.0,0.105179
SANTO TOMÁS,1,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,3,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,5,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,6,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,11,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,12,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,18,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,19,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,20,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,21,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,22,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,24,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,25,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,26,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,27,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,28,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,29,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,30,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,34,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,37,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,39,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,40,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,48,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,49,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,50,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,51,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,52,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,53,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,54,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,55,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,56,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,60,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,61,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,62,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,63,-1.9764,1,0.0,1.0,0.039992
SANTO TOMÁS,64,,1,0.0,1.0,0.039992
SANTO TOMÁS,65,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,66,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,70,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,71,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,73,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,74,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,75,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,76,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,77,10.775,1,1.0,0.0,0.070786
SANTO TOMÁS,78,10.775,1,1.0,0.0,0.070786
SOLEDAD,1,-6.187,1,0.0,1.0,0.002
SOLEDAD,2,-6.187,1,0.0,1.0,0.002
SOLEDAD,3,-6.187,1,0.0,1.0,0.002
SOLEDAD,4,-6.187,1,0.0,1.0,0.002
SOLEDAD,5,-6.187,1,0.0,1.0,0.002
SOLEDAD,6,-6.187,1,0.0,1.0,0.002
SOLEDAD,7,-6.187,1,0.0,1.0,0.002
SOLEDAD,8,-6.187,1,0.0,1.0,0.002
SOLEDAD,9,-6.187,1,0.0,1.0,0.002
SOLEDAD,10,-6.187,1,0.0,1.0,0.002
SOLEDAD,11,-6.187,1,0.0,1.0,0.002
SOLEDAD,12,-6.187,1,0.0,1.0,0.002
SOLEDAD,13,-6.187,1,0.0,1.0,0.002
SOLEDAD,14,-6.187,1,0.0,1.0,0.002
SOLEDAD,15,-6.187,1,0.0,1.0,0.002
SOLEDAD,16,-6.187,1,0.0,1.0,0.002
SOLEDAD,17,-6.187,1,0.0,1.0,0.002
SOLEDAD,18,,1,0.0,1.0,0.002
SOLEDAD,19,1.7455,1,1.0,1.0,0.0008
SOLEDAD,20,1.7455,1,1.0,1.0,0.0008
SOLEDAD,21,1.7455,1,1.0,1.0,0.0008
SOLEDAD,22,1.7455,1,1.0,1.0,0.0008
SOLEDAD,23,1.7455,1,1.0,1.0,0.0008
SOLEDAD,24,1.7455,1,1.0,1.0,0.0008
SOLEDAD,25,1.7455,1,1.0,1.0,0.0008
SOLEDAD,26,1.7455,1,1.0,1.0,0.0008
SOLEDAD,27,1.7455,1,1.0,1.0,0.0008
SOLEDAD,28,1.7455,1,1.0,1.0,0.0008
SOLEDAD,29,1.7455,1,1.0,1.0,0.0008
SOLEDAD,30,1.7455,1,1.0,1.0,0.0008
SOLEDAD,31,1.7455,1,1.0,1.0,0.0008
SOLEDAD,32,1.7455,1,1.0,1.0,0.0008
SOLEDAD,33,1.7455,1,1.0,1.0,0.0008
SOLEDAD,34,1.7455,1,1.0,1.0,0.0008
SOLEDAD,35,1.7455,1,1.0,1.0,0.0008
SOLEDAD,36,1.7455,1,1.0,1.0,0.0008
SOLEDAD,37,1.7455,1,1.0,1.0,0.0008
SOLEDAD,38,1.7455,1,1.0,1.0,0.0008
SOLEDAD,39,1.7455,1,1.0,1.0,0.0008
SOLEDAD,40,1.7455,1,1.0,1.0,0.0008
SOLEDAD,41,1.7455,1,1.0,1.0,0.0008
SOLEDAD,42,1.7455,1,1.0,1.0,0.0008
SOLEDAD,43,1.7455,1,1.0,1.0,0.0008
SOLEDAD,44,1.7455,1,1.0,1.0,0.0008
SOLEDAD,45,1.7455,1,1.0,1.0,0.0008
SOLEDAD,46,1.7455,1,1.0,1.0,0.0008
SOLEDAD,47,1.7455,1,1.0,1.0,0.0008
SOLEDAD,48,1.7455,1,1.0,1.0,0.0008
SOLEDAD,49,1.7455,1,1.0,1.0,0.0008
SOLEDAD,50,1.7455,1,1.0,1.0,0.0008
SOLEDAD,51,1.7455,1,1.0,1.0,0.0008
SOLEDAD,52,1.7455,1,1.0,1.0,0.0008
SOLEDAD,53,1.7455,1,1.0,1.0,0.0008
SOLEDAD,54,1.7455,1,1.0,1.0,0.0008
SOLEDAD,55,1.7455,1,1.0,1.0,0.0008
SOLEDAD,56,1.7455,1,1.0,1.0,0.0008
SOLEDAD,57,1.7455,1,1.0,1.0,0.0008
SOLEDAD,58,1.7455,1,1.0,1.0,0.0008
SOLEDAD,59,1.7455,1,1.0,1.0,0.0008
SOLEDAD,60,1.7455,1,1.0,1.0,0.0008
SOLEDAD,61,1.7455,1,1.0,1.0,0.0008
SOLEDAD,62,1.7455,1,1.0,1.0,0.0008
SOLEDAD,63,1.7455,1,1.0,1.0,0.0008
SOLEDAD,64,1.7455,1,1.0,1.0,0.0008
SOLEDAD,65,1.7455,1,1.0,1.0,0.0008
SOLEDAD,66,1.7455,1,1.0,1.0,0.0008
SOLEDAD,67,1.7455,1,1.0,1.0,0.0008
SOLEDAD,68,1.7455,1,1.0,1.0,0.0008
SOLEDAD,69,1.7455,1,1.0,1.0,0.0008
SOLEDAD,70,1.7455,1,1.0,1.0,0.0008
SOLEDAD,71,1.7455,1,1.0,1.0,0.0008
SOLEDAD,72,1.7455,1,1.0,1.0,0.0008
SOLEDAD,73,1.7455,1,1.0,1.0,0.0008
SOLEDAD,74,1.7455,1,1.0,1.0,0.0008
SOLEDAD,75,1.7455,1,1.0,1.0,0.0008
SOLEDAD,76,1.7455,1,1.0,1.0,0.0008
SOLEDAD,77,1.7455,1,1.0,1.0,0.0008
SOLEDAD,78,1.7455,1,1.0,1.0,0.0008
SUAN,6,0.8058,0,0.0,0.0,0.385923
SUAN,14,0.8058,0,0.0,0.0,0.385923
SUAN,15,0.8058,0,0.0,0.0,0.385923
SUAN,19,0.8058,0,0.0,0.0,0.385923
SUAN,20,0.8058,0,0.0,0.0,0.385923
SUAN,21,0.8058,0,0.0,0.0,0.385923
SUAN,22,0.8058,0,0.0,0.0,0.385923
SUAN,23,0.8058,0,0.0,0.0,0.385923
SUAN,24,0.8058,0,0.0,0.0,0.385923
SUAN,25,0.8058,0,0.0,0.0,0.385923
SUAN,26,0.8058,0,0.0,0.0,0.385923
SUAN,27,0.8058,0,0.0,0.0,0.385923
SUAN,28,0.8058,0,0.0,0.0,0.385923
SUAN,29,0.8058,0,0.0,0.0,0.385923
SUAN,30,0.8058,0,0.0,0.0,0.385923
SUAN,50,0.8058,0,0.0,0.0,0.385923
SUAN,51,0.8058,0,0.0,0.0,0.385923
SUAN,52,0.8058,0,0.0,0.0,0.385923
SUAN,53,0.8058,0,0.0,0.0,0.385923
SUAN,54,0.8058,0,0.0,0.0,0.385923
SUAN,55,0.8058,0,0.0,0.0,0.385923
SUAN,56,0.8058,0,0.0,0.0,0.385923
SUAN,57,0.8058,0,0.0,0.0,0.385923
SUAN,58,0.8058,0,0.0,0.0,0.385923
SUAN,59,0.8058,0,0.0,0.0,0.385923
SUAN,60,0.8058,0,0.0,0.0,0.385923
SUAN,61,0.8058,0,0.0,0.0,0.385923
SUAN,62,0.8058,0,0.0,0.0,0.385923
SUAN,71,0.8058,0,0.0,0.0,0.385923
SUAN,73,0.8058,0,0.0,0.0,0.385923
SUAN,74,0.8058,0,0.0,0.0,0.385923
SUAN,75,0.8058,0,0.0,0.0,0.385923
SUAN,77,0.8058,0,0.0,0.0,0.385923
TUBARÁ,7,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,8,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,9,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,10,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,11,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,13,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,14,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,20,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,24,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,27,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,28,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,29,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,32,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,33,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,44,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,48,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,50,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,51,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,52,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,53,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,54,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,55,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,56,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,57,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,59,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,62,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,63,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,64,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,65,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,67,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,69,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,72,-1.0507,0,0.0,0.0,0.238752
TUBARÁ,77,-1.0507,0,0.0,0.0,0.238752
USIACURÍ,1,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,6,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,7,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,8,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,11,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,12,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,13,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,15,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,20,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,22,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,25,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,28,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,36,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,52,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,53,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,57,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,59,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,63,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,64,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,65,-2.7432,2,0.0,1.0,0.0004
USIACURÍ,66,,2,0.0,1.0,0.0004
USIACURÍ,69,119.9957,2,1.0,1.0,0.0004
USIACURÍ,70,119.9957,2,1.0,1.0,0.0004
USIACURÍ,71,119.9957,2,1.0,1.0,0.0004
USIACURÍ,72,,2,1.0,1.0,0.0004
USIACURÍ,73,-28.6171,2,2.0,1.0,0.010398
USIACURÍ,74,-28.6171,2,2.0,1.0,0.010398
USIACURÍ,75,-28.6171,2,2.0,1.0,0.010398
USIACURÍ,76,-28.6171,2,2.0,1.0,0.010398
USIACURÍ,77,-28.6171,2,2.0,1.0,0.010398
USIACURÍ,78,-28.6171,2,2.0,1.0,0.010398
