municipio,año,periodo,periodo_continuo,casos,ciclo_vital_adolescencia,ciclo_vital_adulto,ciclo_vital_adulto_mayor,ciclo_vital_infante_mayor,ciclo_vital_infante_menor,regimen_salud_otro,regimen_salud_subsidiado,evento_grave,sexo_masculino,dist_rio,dist_lago,acueducto_porcentaje,PPC,Joinpoints,segmento,significancia,pvalor,temp_media_p3,precipitacion_p3,humedad_p3
BARANOA,2020,10,36,7,0.5714285714285714,0.0,0.0,0.4285714285714285,0.0,0.1428571428571428,0.8571428571428571,0.0,0.5714285714285714,1.275986857905614,17.60367485448971,98.71,0.4943,4.0,1.0,0.0,0.731054,27.29018609183177,298.90000095777214,91.48245811462402
BARANOA,2020,11,37,9,0.6666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.6666666666666666,1.275986857905614,17.60367485448971,98.71,0.4943,4.0,1.0,0.0,0.731054,27.379179164341537,224.23000040650368,93.56631660461426
BARANOA,2020,12,38,11,0.2727272727272727,0.0,0.0,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.8181818181818182,0.0,0.3636363636363636,1.275986857905614,17.60367485448971,98.71,,4.0,1.0,0.0,0.731054,26.76524723597937,404.9800003170967,94.11125700814384
BARANOA,2020,13,39,10,0.5,0.0,0.0,0.5,0.0,0.0,0.7,0.0,0.6,1.275986857905614,17.60367485448971,98.71,-45.9739,4.0,2.0,0.0,0.178764,26.66851959228518,418.010000705719,94.52493095397948
BARANOA,2020,14,40,3,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.275986857905614,17.60367485448971,98.71,-45.9739,4.0,2.0,0.0,0.178764,26.134415653773736,392.630000025034,93.92731475830078
BARANOA,2021,1,40,4,0.75,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.25,1.275986857905614,17.60367485448971,98.8,-45.9739,4.0,2.0,0.0,0.178764,25.855223410470163,319.51000288128853,94.14801733834403
BARANOA,2021,2,41,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.275986857905614,17.60367485448971,98.8,,4.0,2.0,0.0,0.178764,26.499875095912408,164.77000004053116,92.19226946149554
BARANOA,2021,4,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,27.009339359828424,40.04000097513199,87.64010047912598
BARANOA,2021,7,46,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,27.448740713936964,190.9999999366701,88.38417298453194
BARANOA,2021,8,47,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,27.280464063371948,194.6500039994717,89.21697044372559
BARANOA,2021,9,48,9,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,27.05694732666018,366.9700001478195,91.14154706682476
BARANOA,2021,10,49,24,0.4583333333333333,0.125,0.0,0.4166666666666667,0.0,0.0,0.8333333333333334,0.0416666666666666,0.625,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,26.98026046752932,256.3399994149804,91.98742539542062
BARANOA,2021,11,50,18,0.5,0.1111111111111111,0.0,0.3888888888888889,0.0,0.0555555555555555,0.7777777777777778,0.0,0.5555555555555556,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,27.08102188110354,256.28999857604504,91.99444144112724
BARANOA,2021,12,51,29,0.5172413793103449,0.0689655172413793,0.0,0.4137931034482758,0.0,0.1034482758620689,0.5172413793103449,0.0344827586206896,0.4482758620689655,1.275986857905614,17.60367485448971,98.8,-0.5358,4.0,3.0,0.0,0.70026,26.366769409179707,444.4299968481064,94.22322763715472
