municipio,año,periodo,temp_media,humedad,precipitacion
CANDELARIA,2019,3,28.823691122872507,84.1523083278111,56.9400007147342
CANDELARIA,2019,4,29.03091419764929,85.3211236681257,89.21999987214804
CANDELARIA,2019,5,28.706094905308337,87.35849516732353,263.8099994249642
CANDELARIA,2019,6,27.938780539376413,91.43138776506696,199.5399999320507
CANDELARIA,2019,7,29.161395917620002,88.92789077758789,117.9700025767088
CANDELARIA,2019,8,28.812420872279596,90.64092527117047,152.91999938338995
CANDELARIA,2019,9,28.347152056012852,92.47446496146065,219.26999950408936
CANDELARIA,2019,10,27.28982424054829,94.0854663848877,204.67000061273575
CANDELARIA,2019,11,26.599561854771224,94.59413828168597,205.64000058174133
CANDELARIA,2019,12,27.358102961948962,92.54186030796596,314.3399997726083
CANDELARIA,2019,13,28.073008837018712,91.64404296875,238.68999619595706
CANDELARIA,2020,1,28.116671987680306,87.95309066772461,35.709999987855554
CANDELARIA,2020,2,28.789503805977976,85.7424795968192,85.09000191092491
CANDELARIA,2020,3,28.628717585972396,84.63976124354771,125.74000188708305
CANDELARIA,2020,4,29.20824475969589,85.38898686000279,87.17999996617436
CANDELARIA,2020,5,29.417757197788802,86.36446734837124,151.14999958127737
CANDELARIA,2020,6,28.312827410016762,89.29323359898159,213.3200020492077
CANDELARIA,2020,7,28.178174591064472,90.27390589032855,200.0400000642985
CANDELARIA,2020,8,28.009926278250582,92.99255643572126,163.29999840259552
CANDELARIA,2020,9,27.279722922188917,93.44286101205009,264.56999979168177
CANDELARIA,2020,10,26.99204951695035,94.03815868922642,258.04999911785126
CANDELARIA,2020,11,26.46605780465264,93.842771257673,338.4600073695183
CANDELARIA,2020,12,26.156170872279596,93.49970081874302,270.8299988210201
CANDELARIA,2020,13,27.023383985246948,92.56300054277692,144.1000004708767
CANDELARIA,2020,14,27.369809722900413,90.22646522521973,33.0
CANDELARIA,2021,1,28.159520176478818,87.391355242048,36.47000002861023
CANDELARIA,2021,2,28.860037558419386,85.02865627833775,183.76000000536442
CANDELARIA,2021,3,28.6852236066546,84.15372903006417,149.03000190854073
CANDELARIA,2021,4,28.3777922494071,87.00134631565639,154.10999912023544
CANDELARIA,2021,5,28.18840288434712,88.26647594996861,167.53000044822693
CANDELARIA,2021,6,27.761184038434727,90.24254199436733,208.14000016450882
CANDELARIA,2021,7,27.713023485456212,91.20084708077567,190.54000111296773
CANDELARIA,2021,8,27.942920575823127,91.0725656236921,174.84000058472157
CANDELARIA,2021,9,26.75460641043529,94.16736602783203,303.17999590933323
CANDELARIA,2021,10,27.05002365112307,93.58177947998047,171.21000013500452
CANDELARIA,2021,11,26.55759746006559,93.46462712969098,203.15999880433083
CANDELARIA,2021,12,27.055242701939196,93.18851007734027,179.31000052392483
CANDELARIA,2021,13,27.83580815241889,91.12144822340746,80.26000025495887
CANDELARIA,2021,14,27.80091247558596,89.2495600382487,19.0
CANDELARIA,2022,1,27.835147748674682,89.0514406476702,228.25000190734863
CANDELARIA,2022,2,28.304966408865813,86.58277974809918,67.70999993383884
CANDELARIA,2022,3,28.75556553431922,85.98619897024972,147.40000001341105
CANDELARIA,2022,4,28.41990759713311,87.09074102129254,207.89000012725592
CANDELARIA,2022,5,27.8935496738979,90.35723658970424,171.72999960184097
CANDELARIA,2022,6,27.323364693777922,91.99757548740932,303.4800024032593
CANDELARIA,2022,7,27.5472977774484,92.95532253810337,186.32000145316124
CANDELARIA,2022,8,27.698656245640368,93.26290621076312,297.8500001132488
CANDELARIA,2022,9,27.57560119628908,94.34584753853935,238.42999675869942
CANDELARIA,2022,10,26.83663112095426,93.98838942391532,249.49999820813537
CANDELARIA,2022,11,26.39802158900672,94.67743083408901,248.72999906539917
CANDELARIA,2022,12,26.290608978271507,93.91122436523438,211.15999941527843
CANDELARIA,2022,13,27.284267241379332,91.73837674897293,53.91999997198582
