municipio,año,humedad_relativa,precipitacion,temp_max,temp_min
BUENAVISTA,2018,0.0,745433.16,,0.0
BUENAVISTA,2018,0.0,745433.16,,0.0
BUENAVISTA,2018,0.0,745433.16,,
BUENAVISTA,2018,0.0,745433.16,,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,,0.0
BUENAVISTA,2018,0.0,0.0,,0.0
BUENAVISTA,2018,0.0,0.0,,
BUENAVISTA,2018,0.0,0.0,,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,,0.0
BUENAVISTA,2018,0.0,,,0.0
BUENAVISTA,2018,0.0,,,
BUENAVISTA,2018,0.0,,,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,,0.0
BUENAVISTA,2018,0.0,350447.87,,0.0
BUENAVISTA,2018,0.0,350447.87,,
BUENAVISTA,2018,0.0,350447.87,,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,,0.0
BUENAVISTA,2018,,745433.16,,0.0
BUENAVISTA,2018,,745433.16,,
BUENAVISTA,2018,,745433.16,,0.0
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,745433.16,0.0,
BUENAVISTA,2018,,745433.16,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,,0.0
BUENAVISTA,2018,,0.0,,0.0
BUENAVISTA,2018,,0.0,,
BUENAVISTA,2018,,0.0,,0.0
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,0.0,0.0,
BUENAVISTA,2018,,0.0,0.0,0.0
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,,0.0
BUENAVISTA,2018,,,,0.0
BUENAVISTA,2018,,,,
BUENAVISTA,2018,,,,0.0
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,,0.0,
BUENAVISTA,2018,,,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,,0.0
BUENAVISTA,2018,,350447.87,,0.0
BUENAVISTA,2018,,350447.87,,
BUENAVISTA,2018,,350447.87,,0.0
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,,350447.87,0.0,
BUENAVISTA,2018,,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,,0.0
BUENAVISTA,2018,0.0,745433.16,,0.0
BUENAVISTA,2018,0.0,745433.16,,
BUENAVISTA,2018,0.0,745433.16,,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,745433.16,0.0,
BUENAVISTA,2018,0.0,745433.16,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,,0.0
BUENAVISTA,2018,0.0,0.0,,0.0
BUENAVISTA,2018,0.0,0.0,,
BUENAVISTA,2018,0.0,0.0,,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,0.0,0.0,
BUENAVISTA,2018,0.0,0.0,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,,0.0
BUENAVISTA,2018,0.0,,,0.0
BUENAVISTA,2018,0.0,,,
BUENAVISTA,2018,0.0,,,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,,0.0,
BUENAVISTA,2018,0.0,,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,,0.0
BUENAVISTA,2018,0.0,350447.87,,0.0
BUENAVISTA,2018,0.0,350447.87,,
BUENAVISTA,2018,0.0,350447.87,,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2018,0.0,350447.87,0.0,
BUENAVISTA,2018,0.0,350447.87,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,,
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,,
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,,
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,,
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,,0.0
BUENAVISTA,2019,,,,0.0
BUENAVISTA,2019,,,,
BUENAVISTA,2019,,,,0.0
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,,0.0,
BUENAVISTA,2019,,,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,,
BUENAVISTA,2019,,0.0,,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,,0.0,0.0,
BUENAVISTA,2019,,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,,
BUENAVISTA,2019,0.0,,,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,,0.0,
BUENAVISTA,2019,0.0,,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,,
BUENAVISTA,2019,0.0,0.0,,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2019,0.0,0.0,0.0,
BUENAVISTA,2019,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,,0.0
BUENAVISTA,2020,0.0,,,0.0
BUENAVISTA,2020,0.0,,,
BUENAVISTA,2020,0.0,,,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,,
BUENAVISTA,2020,0.0,0.0,,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,,0.0
BUENAVISTA,2020,0.0,,,0.0
BUENAVISTA,2020,0.0,,,
BUENAVISTA,2020,0.0,,,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,,0.0,
BUENAVISTA,2020,0.0,,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
BUENAVISTA,2020,0.0,0.0,0.0,0.0
