CODIGO,NOMBRE,FECHA,LATITUD,LONGITUD,ALTITUD,HUM RELATIVA_MAX,HUM RELATIVA_MIN,PRECIPITACION_Convencional,TEMPERATURA_MAX,TEMPERATURA_MIN
29035080,NORMAL MANATI,2016-12-31,10.45358333,-74.95463889,10,,,,34.0,24.2
29045190,AEROPUERTO E. CORTISSOZ,2016-12-31,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-01,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-01,10.83333333,-75.03333333,20,,,,32.2,23.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-01,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-01,10.45358333,-74.95463889,10,97.0,74.0,,36.2,25.0
29045110,JUAN DE ACOSTA,2017-01-02,10.83333333,-75.03333333,20,,,,31.2,22.4
29035080,NORMAL MANATI,2017-01-02,10.45358333,-74.95463889,10,95.0,92.0,,35.0,24.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-02,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-02,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-03,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-03,10.83333333,-75.03333333,20,,,,33.6,21.2
29045190,AEROPUERTO E. CORTISSOZ,2017-01-03,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-03,10.45358333,-74.95463889,10,,,,36.2,24.4
29045110,JUAN DE ACOSTA,2017-01-04,10.83333333,-75.03333333,20,,,,32.4,20.6
29035080,NORMAL MANATI,2017-01-04,10.45358333,-74.95463889,10,97.0,76.0,,35.4,25.2
29045190,AEROPUERTO E. CORTISSOZ,2017-01-04,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-04,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-05,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-05,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-05,10.83333333,-75.03333333,20,,,,32.6,21.2
29035080,NORMAL MANATI,2017-01-05,10.45358333,-74.95463889,10,97.0,65.0,,36.2,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-06,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-06,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-06,10.45358333,-74.95463889,10,95.0,77.0,,35.0,24.2
29045110,JUAN DE ACOSTA,2017-01-06,10.83333333,-75.03333333,20,,,,32.0,21.6
29045110,JUAN DE ACOSTA,2017-01-07,10.83333333,-75.03333333,20,,,,33.2,22.7
29045190,AEROPUERTO E. CORTISSOZ,2017-01-07,10.91777778,-74.77972222,14,,,0.0,,
29040020,MONTEBELLO,2017-01-07,10.7085,-74.90783333,100,,,11.5,,
29035080,NORMAL MANATI,2017-01-07,10.45358333,-74.95463889,10,98.0,60.0,,36.4,25.0
29040450,BARRANQUILLA SEDE,2017-01-07,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-08,10.45358333,-74.95463889,10,,,,34.0,24.6
29045190,AEROPUERTO E. CORTISSOZ,2017-01-08,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-08,10.83333333,-75.03333333,20,,,,30.0,22.6
29040450,BARRANQUILLA SEDE,2017-01-08,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-09,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-09,10.45358333,-74.95463889,10,98.0,76.0,,36.0,24.0
29045110,JUAN DE ACOSTA,2017-01-09,10.83333333,-75.03333333,20,,,,31.6,22.6
29040450,BARRANQUILLA SEDE,2017-01-09,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-10,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-10,10.83333333,-75.03333333,20,,,,32.6,23.6
29035080,NORMAL MANATI,2017-01-10,10.45358333,-74.95463889,10,98.0,60.0,,35.4,25.2
29040450,BARRANQUILLA SEDE,2017-01-10,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-11,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-11,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-11,10.45358333,-74.95463889,10,,,,34.0,25.0
29045110,JUAN DE ACOSTA,2017-01-11,10.83333333,-75.03333333,20,,,,32.0,23.6
29045190,AEROPUERTO E. CORTISSOZ,2017-01-12,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-12,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-12,10.45358333,-74.95463889,10,,,,35.4,25.2
29045110,JUAN DE ACOSTA,2017-01-12,10.83333333,-75.03333333,20,,,,31.6,23.4
29045190,AEROPUERTO E. CORTISSOZ,2017-01-13,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-13,10.45358333,-74.95463889,10,98.0,76.0,,36.0,24.4
29040450,BARRANQUILLA SEDE,2017-01-13,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-13,10.83333333,-75.03333333,20,,,,32.0,23.0
29045110,JUAN DE ACOSTA,2017-01-14,10.83333333,-75.03333333,20,,,,31.6,24.0
29035080,NORMAL MANATI,2017-01-14,10.45358333,-74.95463889,10,,,,35.4,25.0
29040450,BARRANQUILLA SEDE,2017-01-14,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-14,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-15,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-15,10.45358333,-74.95463889,10,,,,36.2,25.6
29045190,AEROPUERTO E. CORTISSOZ,2017-01-15,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-15,10.83333333,-75.03333333,20,,,,32.6,22.6
29045110,JUAN DE ACOSTA,2017-01-16,10.83333333,-75.03333333,20,,,,32.0,23.2
29040450,BARRANQUILLA SEDE,2017-01-16,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-16,10.45358333,-74.95463889,10,97.0,76.0,,35.0,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-16,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-17,10.83333333,-75.03333333,20,,,,32.4,21.0
29040450,BARRANQUILLA SEDE,2017-01-17,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-17,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-17,10.45358333,-74.95463889,10,95.0,77.0,,36.0,24.4
29040450,BARRANQUILLA SEDE,2017-01-18,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-18,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-18,10.83333333,-75.03333333,20,,,,32.0,22.4
29035080,NORMAL MANATI,2017-01-18,10.45358333,-74.95463889,10,97.0,76.0,,35.4,25.6
29045190,AEROPUERTO E. CORTISSOZ,2017-01-19,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-19,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-19,10.83333333,-75.03333333,20,,,,32.6,22.0
29035080,NORMAL MANATI,2017-01-19,10.45358333,-74.95463889,10,97.0,73.0,,36.4,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-20,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-20,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-20,10.45358333,-74.95463889,10,,,,36.0,24.6
29045110,JUAN DE ACOSTA,2017-01-20,10.83333333,-75.03333333,20,,,,32.6,20.6
29045190,AEROPUERTO E. CORTISSOZ,2017-01-21,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-21,10.45358333,-74.95463889,10,98.0,74.0,,35.4,25.0
29045110,JUAN DE ACOSTA,2017-01-21,10.83333333,-75.03333333,20,,,,32.6,22.4
29040450,BARRANQUILLA SEDE,2017-01-21,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-22,10.45358333,-74.95463889,10,95.0,71.0,,36.6,24.6
29040450,BARRANQUILLA SEDE,2017-01-22,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-22,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-22,10.83333333,-75.03333333,20,,,,32.6,24.2
29035080,NORMAL MANATI,2017-01-23,10.45358333,-74.95463889,10,98.0,76.0,,35.2,24.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-23,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-23,10.83333333,-75.03333333,20,,,,30.0,
29040450,BARRANQUILLA SEDE,2017-01-23,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-24,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-24,10.45358333,-74.95463889,10,97.0,70.0,,34.6,25.0
29045110,JUAN DE ACOSTA,2017-01-24,10.83333333,-75.03333333,20,,,,32.4,
29040450,BARRANQUILLA SEDE,2017-01-24,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-25,10.45358333,-74.95463889,10,97.0,67.0,,35.0,24.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-25,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-25,10.83333333,-75.03333333,20,,,,32.4,23.6
29040450,BARRANQUILLA SEDE,2017-01-25,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-01-26,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-26,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-26,10.45358333,-74.95463889,10,95.0,61.0,,36.2,25.2
29045110,JUAN DE ACOSTA,2017-01-26,10.83333333,-75.03333333,20,,,,34.0,22.6
29035080,NORMAL MANATI,2017-01-27,10.45358333,-74.95463889,10,95.0,76.0,,36.0,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-27,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-27,10.83333333,-75.03333333,20,,,,32.6,22.4
29040450,BARRANQUILLA SEDE,2017-01-27,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-28,10.45358333,-74.95463889,10,95.0,81.0,,34.8,24.6
29040450,BARRANQUILLA SEDE,2017-01-28,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-28,10.83333333,-75.03333333,20,,,,33.6,21.4
29045190,AEROPUERTO E. CORTISSOZ,2017-01-28,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-01-29,10.45358333,-74.95463889,10,97.0,61.0,,35.6,25.0
29040450,BARRANQUILLA SEDE,2017-01-29,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-01-29,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-29,10.83333333,-75.03333333,20,,,,33.6,24.0
29045110,JUAN DE ACOSTA,2017-01-30,10.83333333,-75.03333333,20,,,,33.0,23.6
29040450,BARRANQUILLA SEDE,2017-01-30,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-30,10.45358333,-74.95463889,10,,,,34.6,24.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-30,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-01-31,10.83333333,-75.03333333,20,,,,33.6,24.0
29040450,BARRANQUILLA SEDE,2017-01-31,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-01-31,10.45358333,-74.95463889,10,97.0,77.0,,36.4,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-01-31,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-01,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-01,10.83333333,-75.03333333,20,,,,32.4,24.6
29045190,AEROPUERTO E. CORTISSOZ,2017-02-01,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-01,10.45358333,-74.95463889,10,97.0,82.0,,34.8,24.2
29045110,JUAN DE ACOSTA,2017-02-02,10.83333333,-75.03333333,20,,,,33.0,22.6
29045190,AEROPUERTO E. CORTISSOZ,2017-02-02,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-02,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-02,10.45358333,-74.95463889,10,95.0,90.0,,36.4,25.2
29040450,BARRANQUILLA SEDE,2017-02-03,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-03,10.83333333,-75.03333333,20,,,,33.2,21.0
29035080,NORMAL MANATI,2017-02-03,10.45358333,-74.95463889,10,95.0,79.0,,35.4,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-02-03,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-04,10.45358333,-74.95463889,10,,,,36.0,25.4
29045190,AEROPUERTO E. CORTISSOZ,2017-02-04,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-04,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-04,10.83333333,-75.03333333,20,,,,33.4,21.4
29035080,NORMAL MANATI,2017-02-05,10.45358333,-74.95463889,10,98.0,82.0,,35.4,25.2
29045190,AEROPUERTO E. CORTISSOZ,2017-02-05,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-05,10.83333333,-75.03333333,20,,,,32.6,22.4
29040450,BARRANQUILLA SEDE,2017-02-05,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-06,10.83333333,-75.03333333,20,,,,35.0,22.8
29035080,NORMAL MANATI,2017-02-06,10.45358333,-74.95463889,10,,,,36.4,24.0
29040450,BARRANQUILLA SEDE,2017-02-06,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-06,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-07,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-07,10.83333333,-75.03333333,20,,,,33.6,23.6
29045190,AEROPUERTO E. CORTISSOZ,2017-02-07,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-07,10.45358333,-74.95463889,10,97.0,77.0,,35.2,25.2
29035080,NORMAL MANATI,2017-02-08,10.45358333,-74.95463889,10,,,,36.0,24.6
29045190,AEROPUERTO E. CORTISSOZ,2017-02-08,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-08,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-08,10.83333333,-75.03333333,20,,,,34.8,21.4
29045190,AEROPUERTO E. CORTISSOZ,2017-02-09,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-09,10.83333333,-75.03333333,20,,,,32.6,22.2
29035080,NORMAL MANATI,2017-02-09,10.45358333,-74.95463889,10,98.0,73.0,,35.4,25.0
29040450,BARRANQUILLA SEDE,2017-02-09,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-10,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-10,10.83333333,-75.03333333,20,,,,31.8,23.4
29035080,NORMAL MANATI,2017-02-10,10.45358333,-74.95463889,10,95.0,76.0,,36.0,24.6
29045190,AEROPUERTO E. CORTISSOZ,2017-02-10,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-11,10.45358333,-74.95463889,10,,,,35.4,25.0
29045110,JUAN DE ACOSTA,2017-02-11,10.83333333,-75.03333333,20,,,,32.0,23.4
29040450,BARRANQUILLA SEDE,2017-02-11,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-11,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-12,10.45358333,-74.95463889,10,94.0,66.0,15.8,34.9,25.4
29040260,CANDELARIA,2017-02-12,10.45511111,-74.88688889,4,,,40.0,,
29045110,JUAN DE ACOSTA,2017-02-12,10.83333333,-75.03333333,20,,,,32.6,21.5
29040450,BARRANQUILLA SEDE,2017-02-12,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-12,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-13,10.83333333,-75.03333333,20,,,,32.6,23.4
29045190,AEROPUERTO E. CORTISSOZ,2017-02-13,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-13,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-13,10.45358333,-74.95463889,10,97.0,77.0,,35.2,25.0
29040200,LEÑA,2017-02-13,10.52172222,-74.89077778,45,,,14.0,,
29030270,LOMA GRANDE,2017-02-13,10.43383333,-75.13158333,15,,,5.0,,
29045110,JUAN DE ACOSTA,2017-02-14,10.83333333,-75.03333333,20,,,,32.6,23.0
29045190,AEROPUERTO E. CORTISSOZ,2017-02-14,10.91777778,-74.77972222,14,,,0.0,,
29040020,MONTEBELLO,2017-02-14,10.7085,-74.90783333,100,,,14.0,,
29035080,NORMAL MANATI,2017-02-14,10.45358333,-74.95463889,10,97.0,62.0,,34.6,24.4
29040450,BARRANQUILLA SEDE,2017-02-14,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-15,10.83333333,-75.03333333,20,,,,32.6,20.6
29040020,MONTEBELLO,2017-02-15,10.7085,-74.90783333,100,,,4.0,,
29040450,BARRANQUILLA SEDE,2017-02-15,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-15,10.45358333,-74.95463889,10,,,,36.0,25.0
29045190,AEROPUERTO E. CORTISSOZ,2017-02-15,10.91777778,-74.77972222,14,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-16,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-16,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-16,10.45358333,-74.95463889,10,,,,35.4,24.2
29045110,JUAN DE ACOSTA,2017-02-16,10.83333333,-75.03333333,20,,,,32.6,21.0
29030270,LOMA GRANDE,2017-02-16,10.43383333,-75.13158333,15,,,3.5,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-17,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-17,10.45358333,-74.95463889,10,95.0,61.0,,36.6,25.0
29045110,JUAN DE ACOSTA,2017-02-17,10.83333333,-75.03333333,20,,,,31.6,22.0
29040450,BARRANQUILLA SEDE,2017-02-17,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-18,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-18,10.83333333,-75.03333333,20,,,,33.6,20.0
29045190,AEROPUERTO E. CORTISSOZ,2017-02-18,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-18,10.45358333,-74.95463889,10,98.0,77.0,,34.6,24.6
29045110,JUAN DE ACOSTA,2017-02-19,10.83333333,-75.03333333,20,,,,33.0,21.0
29045190,AEROPUERTO E. CORTISSOZ,2017-02-19,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-19,10.45358333,-74.95463889,10,,,,36.2,25.0
29040450,BARRANQUILLA SEDE,2017-02-19,10.99761111,-74.79672222,12,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-20,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-20,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-20,10.83333333,-75.03333333,20,,,,32.8,20.0
29035080,NORMAL MANATI,2017-02-20,10.45358333,-74.95463889,10,,,,35.4,25.4
29045110,JUAN DE ACOSTA,2017-02-21,10.83333333,-75.03333333,20,,,,32.6,21.4
29045190,AEROPUERTO E. CORTISSOZ,2017-02-21,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-21,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-21,10.45358333,-74.95463889,10,95.0,75.0,,34.4,24.6
29045190,AEROPUERTO E. CORTISSOZ,2017-02-22,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-22,10.45358333,-74.95463889,10,,,,35.0,25.0
29040450,BARRANQUILLA SEDE,2017-02-22,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-22,10.83333333,-75.03333333,20,,,,33.4,20.0
29040450,BARRANQUILLA SEDE,2017-02-23,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-23,10.45358333,-74.95463889,10,97.0,59.0,,36.6,24.4
29045110,JUAN DE ACOSTA,2017-02-23,10.83333333,-75.03333333,20,,,,30.0,20.0
29045190,AEROPUERTO E. CORTISSOZ,2017-02-23,10.91777778,-74.77972222,14,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-24,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-24,10.83333333,-75.03333333,20,,,,32.6,19.0
29040450,BARRANQUILLA SEDE,2017-02-24,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-24,10.45358333,-74.95463889,10,95.0,75.0,,35.6,25.4
29035080,NORMAL MANATI,2017-02-25,10.45358333,-74.95463889,10,,,,36.0,
29040450,BARRANQUILLA SEDE,2017-02-25,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-02-25,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-25,10.83333333,-75.03333333,20,,,,33.2,25.0
29040450,BARRANQUILLA SEDE,2017-02-26,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-02-26,10.45358333,-74.95463889,10,97.0,78.0,,35.4,24.6
29045110,JUAN DE ACOSTA,2017-02-26,10.83333333,-75.03333333,20,,,,34.2,24.2
29045190,AEROPUERTO E. CORTISSOZ,2017-02-26,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-27,10.83333333,-75.03333333,20,,,,33.0,23.2
29045190,AEROPUERTO E. CORTISSOZ,2017-02-27,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-02-27,10.45358333,-74.95463889,10,95.0,60.0,,36.2,25.0
29040450,BARRANQUILLA SEDE,2017-02-27,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-02-28,10.83333333,-75.03333333,20,,,,33.2,24.6
29035080,NORMAL MANATI,2017-02-28,10.45358333,-74.95463889,10,98.0,80.0,,35.0,24.2
29045190,AEROPUERTO E. CORTISSOZ,2017-02-28,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-02-28,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-01,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-03-01,10.83333333,-75.03333333,20,,,,33.2,24.2
29035080,NORMAL MANATI,2017-03-01,10.45358333,-74.95463889,10,97.0,92.0,,,
29040450,BARRANQUILLA SEDE,2017-03-01,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-02,10.91777778,-74.77972222,14,,,0.0,,
29045110,JUAN DE ACOSTA,2017-03-02,10.83333333,-75.03333333,20,,,,34.6,23.6
29040450,BARRANQUILLA SEDE,2017-03-02,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-03-02,10.45358333,-74.95463889,10,95.0,77.0,,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-03,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-03-03,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-03-03,10.45358333,-74.95463889,10,100.0,92.0,,,
29045110,JUAN DE ACOSTA,2017-03-03,10.83333333,-75.03333333,20,,,,33.4,24.0
29045110,JUAN DE ACOSTA,2017-03-04,10.83333333,-75.03333333,20,,,,35.0,24.2
29040450,BARRANQUILLA SEDE,2017-03-04,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-03-04,10.45358333,-74.95463889,10,95.0,85.0,,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-04,10.91777778,-74.77972222,14,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-05,10.91777778,-74.77972222,14,,,0.0,,
29040450,BARRANQUILLA SEDE,2017-03-05,10.99761111,-74.79672222,12,,,0.0,,
29045110,JUAN DE ACOSTA,2017-03-05,10.83333333,-75.03333333,20,,,,32.4,24.0
29035080,NORMAL MANATI,2017-03-05,10.45358333,-74.95463889,10,99.0,84.0,,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-06,10.91777778,-74.77972222,14,,,0.0,,
29035080,NORMAL MANATI,2017-03-06,10.45358333,-74.95463889,10,97.0,85.0,,,
29045110,JUAN DE ACOSTA,2017-03-06,10.83333333,-75.03333333,20,,,,33.4,23.6
29040450,BARRANQUILLA SEDE,2017-03-06,10.99761111,-74.79672222,12,,,0.0,,
29045190,AEROPUERTO E. CORTISSOZ,2017-03-07,10.91777778,-74.77972222,14,,,0.0,,
29030410,CASA DE BOMBAS,2017-03-07,10.40833333,-75.12722222,10,,,13.0,,
29045110,JUAN DE ACOSTA,2017-03-07,10.83333333,-75.03333333,20,,,,32.6,24.0
29040450,BARRANQUILLA SEDE,2017-03-07,10.99761111,-74.79672222,12,,,0.0,,
29035080,NORMAL MANATI,2017-03-07,10.45358333,-74.95463889,10,97.0,87.0,,,
29045110,JUAN DE ACOSTA,2017-03-08,10.83333333,-75.03333333,20,,,,33.2,24.2
29040450,BARRANQUILLA SEDE,2017-03-08,10.99761111,-74.79672222,12,,,0.0,,
