municipio,año,fecha,temp_min_C,temp_max_C,temp_media_C,latitud,longitud
CAMPO DE LA CRUZ,2017,2017-07-18,25.740655517578148,32.30672607421877,29.02369079589846,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-18,25.299890136718773,32.15743408203127,28.728662109375023,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-18,25.497552490234398,30.709954833984398,28.103753662109398,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-18,24.974633789062523,30.953424072265648,27.964028930664085,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-18,24.99706081814236,31.069679090711873,28.033369954427116,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-18,25.679915364583337,31.17139078776046,28.425653076171898,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-18,25.874291992187523,32.27297363281252,29.073632812500023,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-18,25.571862792968773,31.656762695312523,28.614312744140648,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-18,24.97507685908562,31.011913836443966,27.993495347764792,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-18,25.348972574869833,31.331150309244833,28.340061442057333,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-18,25.419732666015648,31.964929199218773,28.69233093261721,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-18,26.448693847656273,30.827111816406273,28.637902832031273,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-18,25.311455168547468,31.528542525680052,28.41999884711376,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-18,25.652093505859398,31.495172119140648,28.573632812500023,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-18,25.063012695312523,31.242974853515648,28.152993774414085,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-18,25.760705566406273,32.22581380208334,28.993259684244805,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-18,25.348972574869833,31.331150309244833,28.340061442057333,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-18,25.890100097656273,31.309045410156273,28.599572753906273,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-18,25.667169189453148,32.09774169921877,28.88245544433596,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-18,25.757684326171898,30.166406250000023,27.96204528808596,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-18,24.953535970052087,31.01263834635421,27.983087158203148,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-19,26.333795166015648,30.754144287109398,28.543969726562523,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-19,25.132287597656273,30.452569580078148,27.79242858886721,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-19,26.173974609375023,31.998681640625023,29.086328125000023,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-19,25.713861083984398,31.863031005859398,28.788446044921898,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-19,25.387628173828148,30.280786132812523,27.834207153320335,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-19,25.336511230468773,30.331475830078148,27.83399353027346,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-19,25.3259453667535,30.503432210286462,27.91468878851998,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-19,25.708001708984398,30.74438883463546,28.226195271809928,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-19,26.264672851562523,31.402307128906273,28.833489990234398,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-19,25.861688232421898,31.234429931640648,28.548059082031273,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-19,25.313329173900513,30.441874864366298,27.877602019133406,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-19,25.648695882161462,30.924707031250023,28.286701456705742,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-19,25.776422119140648,31.597985839843716,28.687203979492182,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-19,26.321984863281273,30.380151367187523,28.351068115234398,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-19,25.651470721209478,30.86461452907986,28.258042625144668,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-19,25.952111816406273,31.087121582031273,28.519616699218773,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-19,25.363793945312523,30.688104248046898,28.02594909667971,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-19,26.170912679036462,31.733931477864587,28.952422078450525,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-19,25.648695882161462,30.924707031250023,28.286701456705742,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-19,25.784265136718773,30.865258789062523,28.324761962890648,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-19,26.074090576171898,31.800805664062523,28.93744812011721,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-19,25.585900878906273,29.811059570312523,27.698480224609398,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-19,25.27753092447921,30.490716552734398,27.884123738606803,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-20,25.721276855468773,29.675714111328148,27.69849548339846,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-20,24.219842529296898,28.307855224609398,26.263848876953148,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-20,25.196405029296898,29.097711181640648,27.147058105468773,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-20,24.781396484375023,29.092370605468773,26.936883544921898,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-20,24.872857666015648,29.279260253906273,27.07605895996096,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-20,24.582391357421898,27.852197265625023,26.21729431152346,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-20,24.55560370551217,28.036967637803798,26.296285671657984,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-20,25.075982666015648,29.315281168619833,27.19563191731774,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-20,25.631188964843716,28.925225830078148,27.278207397460932,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-20,24.999902343750023,28.909417724609398,26.95466003417971,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-20,24.536552824797468,27.997951479311325,26.267252152054397,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-20,24.760308837890648,28.68475748697921,26.722533162434928,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-20,24.874475097656273,29.025750732421898,26.950112915039085,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-20,25.717004394531273,29.324822998046898,27.520913696289085,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-20,24.93318300600407,28.37206986038774,26.652626433195906,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-20,25.061181640625023,28.836999511718773,26.949090576171898,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-20,24.612756347656273,28.154016113281273,26.383386230468773,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-20,25.329024251302087,29.006524658203148,27.167774454752617,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-20,24.760308837890648,28.68475748697921,26.722533162434928,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-20,25.293908691406273,29.829583740234398,27.561746215820335,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-20,25.159478759765648,28.996636962890648,27.078057861328148,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-20,24.779992675781273,28.676507568359398,26.728250122070335,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-20,24.471663411458337,28.104689534505212,26.288176472981775,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-21,25.878869628906273,30.454827880859398,28.166848754882835,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-21,24.130029296875023,30.541436767578148,27.335733032226585,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-21,25.102410888671898,31.690576171875023,28.39649353027346,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-21,24.692132568359398,31.568872070312523,28.13050231933596,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-21,25.002862548828148,29.997705078125023,27.500283813476585,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-21,24.531823730468773,30.632257080078148,27.58204040527346,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-21,24.494653320312523,30.740045166015648,27.617349243164085,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-21,25.13031412760421,30.583428955078148,27.856871541341178,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-21,25.537011718750023,31.710687255859398,28.62384948730471,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-21,24.913537597656273,31.328729248046898,28.121133422851585,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-21,24.476658121744833,30.68756510416671,27.58211161295577,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-21,24.671909586588583,31.016829427083337,27.84436950683596,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-21,24.786401367187523,31.503808593750023,28.145104980468773,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-21,25.873773193359398,30.086206054687523,27.97998962402346,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-21,24.860101318359398,31.116072591145837,27.988086954752617,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-21,24.972161865234398,31.180322265625023,28.07624206542971,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-21,24.548638916015648,30.897485351562523,27.723062133789085,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-21,25.237298583984398,31.635003662109398,28.436151123046898,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-21,24.671909586588583,31.016829427083337,27.84436950683596,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-21,25.415917968750023,30.572259521484398,27.99408874511721,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-21,25.072473144531273,31.503747558593716,28.288110351562494,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-21,25.242303466796898,29.685784912109398,27.464044189453148,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-21,24.403497314453148,30.690393066406273,27.54694519042971,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-22,26.054406738281273,30.905664062500023,28.480035400390648,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-22,24.569726562500023,31.112878417968773,27.841302490234398,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-22,25.549951171875023,32.43410644531252,28.992028808593773,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-22,25.119683837890648,32.27874145507815,28.699212646484398,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-22,25.147851562500023,30.403314208984398,27.77558288574221,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-22,24.837091064453148,31.383142089843716,28.110116577148432,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-22,24.828000217013937,31.458405219184044,28.14320271809899,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-22,25.366418457031273,31.058302815755212,28.212360636393242,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-22,25.888330078125023,32.60390625000002,29.246118164062523,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-22,25.326196289062523,31.947167968750023,28.636682128906273,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-22,24.809507694950867,31.404523609302657,28.107015652126762,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-22,25.098382568359398,31.613315836588583,28.35584920247399,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-22,25.208520507812523,32.17379150390627,28.691156005859398,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-22,26.048242187500023,30.526483154296898,28.28736267089846,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-22,25.199936026114017,31.89412050600407,28.547028266059044,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-22,25.399224853515648,31.779901123046898,28.589562988281273,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-22,24.883477783203148,31.620050048828148,28.251763916015648,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-22,25.64368082682296,32.42054646809896,29.03211364746096,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-22,25.098382568359398,31.613315836588583,28.35584920247399,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-22,25.552178955078148,30.991693115234398,28.271936035156273,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-22,25.492761230468773,32.2236267089844,28.858193969726585,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-22,25.292443847656273,30.234307861328148,27.76337585449221,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-22,24.76343180338546,31.372023518880212,28.067727661132835,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-23,26.471734619140648,31.036798095703148,28.754266357421898,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-23,25.237451171875023,30.729730224609398,27.98359069824221,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-23,26.332391357421898,32.37264404296877,29.352517700195335,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-23,25.866845703125023,32.21914062500002,29.042993164062523,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-23,25.495294189453148,30.514764404296898,28.005029296875023,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-23,25.304101562500023,30.547631835937523,27.925866699218773,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-23,25.33662651909725,30.748746066623312,28.04268629286028,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-23,25.808190917968773,30.99994303385421,28.40406697591149,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-23,26.474114990234398,31.756585693359398,29.115350341796898,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-23,25.953820800781273,31.532647705078148,28.74323425292971,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-23,25.317520254629642,30.680123336226927,27.998821795428285,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-23,25.746626790364587,31.213494873046898,28.480060831705742,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-23,25.901696777343716,31.925439453125023,28.91356811523437,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-23,26.461907958984398,30.654107666015648,28.558007812500023,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-23,25.734895607277224,31.153315339265077,28.44410547327115,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-23,26.048608398437523,31.378106689453148,28.713357543945335,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-23,25.393945312500023,30.954614257812523,28.174279785156273,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-23,26.344394938151083,32.09846394856771,29.221429443359398,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-23,25.746626790364587,31.213494873046898,28.480060831705742,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-23,25.880670166015648,31.106958007812523,28.493814086914085,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-23,26.226678466796898,32.16616210937502,29.19642028808596,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-23,25.659631347656273,30.112725830078148,27.88617858886721,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-23,25.31183268229171,30.743992106119833,28.02791239420577,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-24,26.507562255859398,31.166406250000023,28.83698425292971,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-24,25.082696533203148,31.256127929687523,28.169412231445335,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-24,26.111505126953148,32.74883422851565,29.430169677734398,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-24,25.656030273437523,32.57821044921877,29.117120361328148,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-24,25.525292968750023,30.612542724609398,28.06891784667971,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-24,25.263635253906273,31.283837890625023,28.273736572265648,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-24,25.262167019314234,31.44101019965285,28.351588609483542,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-24,25.77740885416671,31.250533040364587,28.513970947265648,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-24,26.098962402343716,32.35848388671877,29.228723144531244,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-24,25.807946777343716,32.1022888183594,28.955117797851557,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-24,25.247700557002304,31.373212574146407,28.310456565574356,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-24,25.59613444010421,31.76294352213546,28.679538981119833,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-24,25.720971679687523,32.39983520507815,29.060403442382835,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-24,26.497338867187523,30.780877685546898,28.63910827636721,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-24,25.555565275969343,31.814632387514507,28.685098831741925,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-24,25.897760009765648,31.930413818359398,28.914086914062523,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-24,25.305566406250023,31.644403076171898,28.47498474121096,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-24,26.076755777994833,32.54605509440108,29.31140543619796,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-24,25.59613444010421,31.76294352213546,28.679538981119833,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-24,25.909173583984398,31.208642578125023,28.55890808105471,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-24,26.019799804687523,32.53084716796877,29.275323486328148,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-24,25.905328369140648,30.313195800781273,28.10926208496096,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-24,25.217299397786462,31.394789632161462,28.306044514973962,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-25,26.754724121093716,31.107446289062523,28.93108520507812,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-25,25.481622314453148,31.148767089843716,28.315194702148432,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-25,26.174279785156273,32.95766601562502,29.565972900390648,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-25,25.716363525390648,32.77788696289065,29.247125244140648,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-25,25.730249023437523,30.559838867187523,28.145043945312523,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-25,25.544641113281273,31.105371093750023,28.325006103515648,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-25,25.567180040147548,31.279273817274373,28.42322692871096,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-25,26.039239501953148,31.177138264973962,28.608188883463555,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-25,26.333032226562523,32.75008544921877,29.541558837890648,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-25,26.182214355468773,31.984765625000023,29.083489990234398,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-25,25.55253725405089,31.21043068214709,28.38148396809899,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-25,25.98297526041671,31.650415039062523,28.816695149739616,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-25,25.930444335937523,32.43340454101565,29.181924438476585,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-25,26.742700195312523,30.722619628906273,28.732659912109398,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-25,25.837106888382493,31.838387496383177,28.837747192382835,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-25,26.285089111328148,31.817712402343716,29.051400756835932,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-25,25.611108398437523,31.485803222656273,28.548455810546898,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-25,26.195642089843716,32.81349080403646,29.50456644694009,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-25,25.98297526041671,31.650415039062523,28.816695149739616,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-25,26.102380371093716,31.153863525390648,28.628121948242182,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-25,26.079614257812523,32.73272094726565,29.406167602539085,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-25,25.812799072265648,30.044641113281273,27.92872009277346,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-25,25.545790608723962,31.24664713541671,28.396218872070335,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-26,26.527246093750023,30.910272216796898,28.71875915527346,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-26,25.538476562500023,30.842309570312523,28.190393066406273,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-26,26.358178710937523,32.33269653320315,29.345437622070335,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-26,25.892327880859398,32.18084106445315,29.036584472656273,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-26,25.537866210937523,30.369195556640648,27.953530883789085,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-26,25.421289062500023,30.923913574218773,28.172601318359398,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-26,25.50543619791671,31.04497341579861,28.27520480685766,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-26,25.931695556640648,30.94070841471364,28.436201985677144,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-26,26.426416015625023,31.997521972656273,29.211968994140648,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-26,26.234033203125023,31.651849365234398,28.94294128417971,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-26,25.480140516493123,30.98773148148149,28.233935998987306,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-26,26.03717447916671,31.330122884114587,28.683648681640648,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-26,26.048303222656273,31.967370605468773,29.007836914062523,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-26,26.518579101562523,30.529138183593716,28.52385864257812,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-26,25.83772515190975,31.419731535734968,28.62872834382236,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-26,26.339013671875023,31.496209716796898,28.91761169433596,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-26,25.581323242187523,31.216699218750023,28.399011230468773,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-26,26.345849609375023,32.1531921386719,29.24952087402346,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-26,26.03717447916671,31.330122884114587,28.683648681640648,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-26,25.918206787109398,30.956719970703148,28.437463378906273,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-26,26.252954101562523,32.12935791015627,29.191156005859398,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-26,25.656854248046898,30.032128906250023,27.84449157714846,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-26,25.513696289062523,30.994307454427087,28.254001871744805,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-27,26.201257324218773,30.730371093750023,28.465814208984398,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-27,24.642297363281273,30.946893310546898,27.794595336914085,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-27,25.900781250000023,32.5737243652344,29.23725280761721,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-27,25.456262207031273,32.41011962890627,28.933190917968773,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-27,25.262994384765648,30.194451904296898,27.728723144531273,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2017,2017-07-27,25.039178466796898,30.778466796875023,27.90882263183596,10.823092520111464,-75.07842405936859
LURUACO,2017,2017-07-27,24.979048665364587,30.982795545789998,27.980922105577292,10.635031161141915,-75.15402741021481
MALAMBO,2017,2017-07-27,25.46088053385421,30.858870442708337,28.159875488281273,10.848289285861629,-74.8061750526255
MANATÍ,2017,2017-07-27,26.043054199218773,31.748681640625023,28.895867919921898,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2017,2017-07-27,25.387597656250023,31.765863037109398,28.57673034667971,10.694812386323434,-74.77015084732946
PIOJÓ,2017,2017-07-27,24.971029324001734,30.911694109881466,27.9413617169416,10.740779525620145,-75.14364579776823
POLONUEVO,2017,2017-07-27,25.16461588541671,31.439630126953148,28.302123006184928,10.767401673530337,-74.85414835065527
PONEDERA,2017,2017-07-27,25.416467285156273,32.13860473632815,28.77753601074221,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2017,2017-07-27,26.197015380859398,30.352593994140648,28.274804687500023,11.00468737217774,-74.90650030692068
REPELÓN,2017,2017-07-27,25.34173651801217,31.309192346643556,28.325464432327863,10.507568372875568,-75.12187933511093
SABANAGRANDE,2017,2017-07-27,25.463952636718773,31.606134033203148,28.53504333496096,10.798940150928054,-74.76879660339148
SABANALARGA,2017,2017-07-27,25.003106689453148,31.196099853515648,28.099603271484398,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2017,2017-07-27,25.92313028971364,32.22893676757815,29.076033528645894,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2017,2017-07-27,25.16461588541671,31.439630126953148,28.302123006184928,10.744048200714978,-74.79479581261772
SOLEDAD,2017,2017-07-27,25.655694580078148,30.776025390625023,28.215859985351585,10.906909741834337,-74.77842447604834
SUAN,2017,2017-07-27,25.825555419921898,32.36440429687502,29.09497985839846,10.310850238176537,-74.90713309116475
TUBARÁ,2017,2017-07-27,25.580163574218773,29.941705322265648,27.76093444824221,10.907060348938533,-74.98448392990626
USIACURÍ,2017,2017-07-27,24.894860839843716,30.97381998697921,27.934340413411462,10.740522656584362,-74.98267412624779
BARRANQUILLA,2017,2017-07-28,26.254937744140648,30.781152343750023,28.518045043945335,10.98152771823087,-74.82774915964693
BARANOA,2017,2017-07-28,25.121209716796898,30.982080078125023,28.05164489746096,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2017,2017-07-28,26.096978759765648,32.5737243652344,29.335351562500023,10.402620855645086,-74.87840832085742
CANDELARIA,2017,2017-07-28,25.643151855468773,32.41036376953127,29.026757812500023,10.489019585448387,-74.87756539446083
GALAPA,2017,2017-07-28,25.306817626953148,30.237145996093716,27.771981811523432,10.897721024361596,-74.88708921871891
