municipio,año,fecha,temp_max,latitud,longitud
SANTA LUCÍA,2019,2019-04-15,305.35524495442706,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2019,2019-04-15,304.2413330078125,10.744048200714978,-74.79479581261772
SOLEDAD,2019,2019-04-15,304.4293212890625,10.906909741834337,-74.77842447604834
SUAN,2019,2019-04-15,305.26873779296875,10.310850238176537,-74.90713309116475
TUBARÁ,2019,2019-04-15,303.4538879394531,10.907060348938533,-74.98448392990626
USIACURÍ,2019,2019-04-15,304.2884623209636,10.740522656584362,-74.98267412624779
BARRANQUILLA,2019,2019-04-16,303.5027160644531,10.98152771823087,-74.82774915964693
BARANOA,2019,2019-04-16,304.4443054199219,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2019,2019-04-16,306.3502197265625,10.402620855645086,-74.87840832085742
CANDELARIA,2019,2019-04-16,306.1028747558594,10.489019585448387,-74.87756539446083
GALAPA,2019,2019-04-16,304.0316772460937,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2019,2019-04-16,304.8800048828125,10.823092520111464,-75.07842405936859
LURUACO,2019,2019-04-16,305.0613030327691,10.635031161141915,-75.15402741021481
MALAMBO,2019,2019-04-16,304.5824279785156,10.848289285861629,-74.8061750526255
MANATÍ,2019,2019-04-16,306.0273742675781,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2019,2019-04-16,305.4777526855469,10.694812386323434,-74.77015084732946
PIOJÓ,2019,2019-04-16,304.9494538483796,10.740779525620145,-75.14364579776823
POLONUEVO,2019,2019-04-16,305.0182291666667,10.767401673530337,-74.85414835065527
PONEDERA,2019,2019-04-16,305.975341796875,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2019,2019-04-16,303.1777648925781,11.00468737217774,-74.90650030692068
REPELÓN,2019,2019-04-16,305.4951759620949,10.507568372875568,-75.12187933511093
SABANAGRANDE,2019,2019-04-16,305.13262939453125,10.798940150928054,-74.76879660339148
SABANALARGA,2019,2019-04-16,305.3968505859375,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2019,2019-04-16,306.1830037434896,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2019,2019-04-16,305.0182291666667,10.744048200714978,-74.79479581261772
SOLEDAD,2019,2019-04-16,304.5829772949219,10.906909741834337,-74.77842447604834
SUAN,2019,2019-04-16,306.1714172363281,10.310850238176537,-74.90713309116475
TUBARÁ,2019,2019-04-16,303.498046875,10.907060348938533,-74.98448392990626
USIACURÍ,2019,2019-04-16,304.9070536295573,10.740522656584362,-74.98267412624779
BARRANQUILLA,2019,2019-04-17,304.0852355957031,10.98152771823087,-74.82774915964693
BARANOA,2019,2019-04-17,305.50201416015625,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2019,2019-04-17,307.569580078125,10.402620855645086,-74.87840832085742
CANDELARIA,2019,2019-04-17,307.26922607421875,10.489019585448387,-74.87756539446083
GALAPA,2019,2019-04-17,304.5772705078125,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2019,2019-04-17,306.0516357421875,10.823092520111464,-75.07842405936859
LURUACO,2019,2019-04-17,306.23954942491315,10.635031161141915,-75.15402741021481
MALAMBO,2019,2019-04-17,305.3222249348958,10.848289285861629,-74.8061750526255
MANATÍ,2019,2019-04-17,307.5028076171875,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2019,2019-04-17,306.6206359863281,10.694812386323434,-74.77015084732946
PIOJÓ,2019,2019-04-17,306.1154502586082,10.740779525620145,-75.14364579776823
POLONUEVO,2019,2019-04-17,306.1215311686198,10.767401673530337,-74.85414835065527
PONEDERA,2019,2019-04-17,307.1430358886719,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2019,2019-04-17,303.746826171875,11.00468737217774,-74.90650030692068
REPELÓN,2019,2019-04-17,306.7847346553096,10.507568372875568,-75.12187933511093
SABANAGRANDE,2019,2019-04-17,306.241943359375,10.798940150928054,-74.76879660339148
SABANALARGA,2019,2019-04-17,306.6118469238281,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2019,2019-04-17,307.4732360839844,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2019,2019-04-17,306.1215311686198,10.744048200714978,-74.79479581261772
SOLEDAD,2019,2019-04-17,305.1474609375,10.906909741834337,-74.77842447604834
SUAN,2019,2019-04-17,307.3473205566406,10.310850238176537,-74.90713309116475
TUBARÁ,2019,2019-04-17,304.1328430175781,10.907060348938533,-74.98448392990626
USIACURÍ,2019,2019-04-17,306.05516560872394,10.740522656584362,-74.98267412624779
BARRANQUILLA,2019,2019-04-18,303.4480285644531,10.98152771823087,-74.82774915964693
BARANOA,2019,2019-04-18,304.4382019042969,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2019,2019-04-18,306.5018920898437,10.402620855645086,-74.87840832085742
CANDELARIA,2019,2019-04-18,306.2502746582031,10.489019585448387,-74.87756539446083
GALAPA,2019,2019-04-18,303.9775085449219,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2019,2019-04-18,304.8850402832031,10.823092520111464,-75.07842405936859
LURUACO,2019,2019-04-18,305.0586581759983,10.635031161141915,-75.15402741021481
MALAMBO,2019,2019-04-18,304.5438639322917,10.848289285861629,-74.8061750526255
MANATÍ,2019,2019-04-18,306.28253173828125,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2019,2019-04-18,305.46630859375,10.694812386323434,-74.77015084732946
PIOJÓ,2019,2019-04-18,304.94908085575815,10.740779525620145,-75.14364579776823
POLONUEVO,2019,2019-04-18,305.01007080078125,10.767401673530337,-74.85414835065527
PONEDERA,2019,2019-04-18,306.03814697265625,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2019,2019-04-18,303.1235656738281,11.00468737217774,-74.90650030692068
REPELÓN,2019,2019-04-18,305.57619335033274,10.507568372875568,-75.12187933511093
SABANAGRANDE,2019,2019-04-18,305.1257019042969,10.798940150928054,-74.76879660339148
SABANALARGA,2019,2019-04-18,305.38739013671875,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2019,2019-04-18,306.3660990397136,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2019,2019-04-18,305.01007080078125,10.744048200714978,-74.79479581261772
SOLEDAD,2019,2019-04-18,304.52838134765625,10.906909741834337,-74.77842447604834
SUAN,2019,2019-04-18,306.3138732910156,10.310850238176537,-74.90713309116475
TUBARÁ,2019,2019-04-18,303.2653503417969,10.907060348938533,-74.98448392990626
USIACURÍ,2019,2019-04-18,304.90354410807294,10.740522656584362,-74.98267412624779
BARRANQUILLA,2019,2019-04-19,304.1083068847656,10.98152771823087,-74.82774915964693
BARANOA,2019,2019-04-19,305.4319152832031,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2019,2019-04-19,306.8946533203125,10.402620855645086,-74.87840832085742
CANDELARIA,2019,2019-04-19,306.62677001953125,10.489019585448387,-74.87756539446083
GALAPA,2019,2019-04-19,304.5838928222656,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2019,2019-04-19,305.77471923828125,10.823092520111464,-75.07842405936859
LURUACO,2019,2019-04-19,306.0207282172309,10.635031161141915,-75.15402741021481
