municipio,año,fecha,temp_min,latitud,longitud
SABANAGRANDE,2018,2018-12-10,298.0711364746094,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-10,297.0511169433594,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-10,297.8114217122396,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-10,297.763916015625,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-10,297.67828369140625,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-10,297.97711181640625,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-10,297.4050598144531,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-10,297.0478006998698,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-11,298.2533264160156,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-11,297.1976318359375,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-11,297.303466796875,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-11,296.8782653808594,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-11,297.28546142578125,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-11,296.56768798828125,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-11,296.7866346571181,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-11,297.61036173502606,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-11,297.0901794433594,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-11,297.7336120605469,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-11,296.74790219907413,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-11,297.6190897623698,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-11,297.16705322265625,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-11,298.1955261230469,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-11,296.92654871057584,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-11,297.926025390625,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-11,296.90283203125,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-11,297.2601826985677,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-11,297.6190897623698,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-11,297.6195983886719,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-11,297.38690185546875,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-11,297.35748291015625,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-11,296.88938395182294,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-12,298.3230895996094,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-12,296.9259033203125,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-12,297.456298828125,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-12,297.02252197265625,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-12,297.34552001953125,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-12,297.2010498046875,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-12,297.1076253255208,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-12,297.56227620442706,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-12,297.89727783203125,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-12,297.4783020019531,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-12,297.12362331814234,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-12,297.3557434082031,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-12,297.1209716796875,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-12,298.2619934082031,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-12,297.3548448350694,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-12,297.6630249023437,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-12,297.05963134765625,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-12,297.6273498535156,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-12,297.3557434082031,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-12,297.67828369140625,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-12,297.5284729003906,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-12,297.2888488769531,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-12,297.06219482421875,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-13,298.631103515625,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-13,297.1524963378906,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-13,297.7464904785156,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-13,297.2986755371094,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-13,297.60418701171875,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-13,297.161865234375,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-13,297.15316094292535,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-13,297.8046061197917,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-13,297.71466064453125,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-13,297.6922912597656,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-13,297.1560069896557,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-13,297.5765380859375,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-13,297.36785888671875,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-13,298.5653991699219,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-13,297.33748146339695,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-13,297.88482666015625,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-13,297.1446228027344,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-13,297.75355021158856,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-13,297.5765380859375,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-13,297.9248046875,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-13,297.79949951171875,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-13,297.7142639160156,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-13,297.1529947916667,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-14,298.7689819335937,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-14,297.23248291015625,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-14,297.9226989746094,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-14,297.46600341796875,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-14,297.720458984375,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-14,297.5837097167969,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-14,297.44877794053815,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-14,297.90673828125,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-14,298.11822509765625,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-14,297.7680969238281,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-14,297.47573061342587,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-14,297.65476481119794,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-14,297.4916076660156,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-14,298.70050048828125,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-14,297.6449743200231,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-14,297.9637145996094,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-14,297.367919921875,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-14,298.0015563964844,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-14,297.65476481119794,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-14,298.0360412597656,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-14,297.9637451171875,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-14,297.8702087402344,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-14,297.3947041829427,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-15,298.24053955078125,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-15,297.0434875488281,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-15,297.6770935058594,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-15,297.2312927246094,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-15,297.27691650390625,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-15,297.073486328125,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-15,297.0613369411892,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-15,297.5566813151042,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-15,297.4896850585937,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-15,297.588623046875,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-15,297.06389928747103,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-15,297.47034708658856,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-15,297.2816772460937,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-15,298.17742919921875,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-15,297.2015573007089,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-15,297.7789306640625,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-15,297.0536499023437,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-15,297.6335754394531,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-15,297.47034708658856,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-15,297.6141967773437,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-15,297.73394775390625,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-15,297.3311767578125,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-15,297.05687459309894,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-16,298.3336181640625,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-16,297.286376953125,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-16,297.82476806640625,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-16,297.3714294433594,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-16,297.3556823730469,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-16,297.0505065917969,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-16,297.12236870659723,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-16,297.68736775716144,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-16,297.8072814941406,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-16,297.8179626464844,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-16,297.11208202220774,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-16,297.7069803873698,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-16,297.4638366699219,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-16,298.26824951171875,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-16,297.36095965350114,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-16,298.0166015625,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-16,297.1532287597656,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-16,297.8345031738281,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-16,297.7069803873698,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-16,297.6898193359375,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-16,297.8714599609375,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-16,297.3285827636719,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-16,297.1633707682292,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-17,298.1580505371094,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-17,296.6821594238281,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-17,297.0390319824219,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-17,296.6207580566406,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-17,297.2095031738281,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-17,296.6070251464844,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-17,296.6481018066406,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-17,297.3966369628906,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-17,297.24951171875,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-17,297.2488708496094,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-17,296.6372477213542,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-17,297.11986287434894,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-17,296.79595947265625,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-17,298.0933532714844,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-17,296.8594258626302,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-17,297.4285583496094,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-17,296.6806640625,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-17,297.1410624186198,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-17,297.11986287434894,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-17,297.5518493652344,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-17,297.1346435546875,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-17,297.1833190917969,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-17,296.6566162109375,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-18,297.6958923339844,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-18,296.1512451171875,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-18,296.4955139160156,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-18,296.1012878417969,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-18,296.8233947753906,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-18,296.3171691894531,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-18,296.2954372829861,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-18,296.9737955729167,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-18,296.8402099609375,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-18,296.7488708496094,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-18,296.29066523799185,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-18,296.6040344238281,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-18,296.283203125,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-18,297.63494873046875,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-18,296.48180022063076,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-18,296.9119873046875,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-18,296.30975341796875,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-18,296.6534932454427,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-18,296.6040344238281,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-18,297.1860046386719,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-18,296.624755859375,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-18,297.1490173339844,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-18,296.25938924153644,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-19,297.85711669921875,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-19,296.2978515625,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-19,296.75201416015625,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-19,296.3460693359375,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-19,296.9583740234375,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-19,296.55975341796875,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-19,296.4971110026042,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-19,297.10915120442706,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-19,296.7698974609375,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-19,296.8870544433594,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-19,296.5013868543837,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-19,296.74660237630206,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-19,296.4783020019531,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-19,297.7944030761719,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-19,296.5837639702691,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-19,297.0549011230469,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-19,296.4842834472656,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-19,296.79564412434894,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-19,296.74660237630206,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-19,297.3141784667969,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-19,296.8650207519531,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-19,297.00634765625,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-19,296.4472961425781,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-20,297.6367492675781,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-20,295.4248046875,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-20,296.2441711425781,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-20,295.8606262207031,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-20,296.77471923828125,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-20,296.2537841796875,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-20,296.0269368489583,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-20,296.7067159016927,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-20,296.6341247558594,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-20,296.0645751953125,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-20,296.0523749457465,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-20,295.8980712890625,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-20,295.83074951171875,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-20,297.5751953125,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-20,296.20389472113715,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-20,296.204833984375,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-20,295.9506225585937,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-20,296.4222717285156,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-20,295.8980712890625,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-20,297.1405944824219,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-20,296.3885192871094,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-20,297.0116577148437,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-20,295.8764038085937,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-21,297.3895263671875,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-21,296.7836303710937,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-21,297.9095764160156,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-21,297.4491882324219,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-21,296.56854248046875,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-21,297.2497253417969,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-21,297.09169514973956,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-21,297.0148010253906,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-21,298.0693664550781,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-21,297.34576416015625,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-21,297.11869981553815,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-21,297.2198791503906,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-21,297.2782592773437,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-21,297.3293762207031,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-21,297.3905809190538,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-21,297.5302429199219,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-21,297.0106811523437,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-21,297.9755452473958,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-21,297.2198791503906,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-21,296.94561767578125,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-21,297.9476928710937,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-21,297.1755065917969,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-21,297.0146789550781,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-22,298.3333740234375,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-22,297.07537841796875,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-22,297.3874816894531,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-22,296.9501037597656,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-22,297.35955810546875,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-22,296.96795654296875,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-22,297.00187852647565,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-22,297.62427775065106,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-22,297.5740966796875,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-22,297.62115478515625,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-22,296.99669618959774,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-22,297.5040283203125,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-22,297.1437683105469,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-22,298.2616882324219,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-22,297.19780024775747,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-22,297.8155517578125,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-22,297.0174255371094,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-22,297.47314453125,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-22,297.5040283203125,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-22,297.6977233886719,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-22,297.4578552246094,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-22,297.323486328125,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-22,297.02025349934894,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-23,297.93389892578125,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-23,296.4467163085937,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-23,296.68719482421875,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-23,296.2810363769531,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-23,297.02593994140625,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-23,296.71856689453125,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-23,296.64457872178815,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-23,297.2037862141927,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-23,297.1257629394531,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-23,297.0290222167969,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-23,296.652752911603,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-23,296.8931477864583,10.767401673530337,-74.85414835065527
PONEDERA,2018,2018-12-23,296.5081787109375,10.59465105071938,-74.79847290791345
PUERTO COLOMBIA,2018,2018-12-23,297.8653259277344,11.00468737217774,-74.90650030692068
REPELÓN,2018,2018-12-23,296.79679927119497,10.507568372875568,-75.12187933511093
SABANAGRANDE,2018,2018-12-23,297.2037048339844,10.798940150928054,-74.76879660339148
SABANALARGA,2018,2018-12-23,296.6200561523437,10.62250793138987,-74.95510483828492
SANTA LUCÍA,2018,2018-12-23,296.87135823567706,10.35364191997005,-74.96541178661992
SANTO TOMÁS,2018,2018-12-23,296.8931477864583,10.744048200714978,-74.79479581261772
SOLEDAD,2018,2018-12-23,297.3817138671875,10.906909741834337,-74.77842447604834
SUAN,2018,2018-12-23,296.8011169433594,10.310850238176537,-74.90713309116475
TUBARÁ,2018,2018-12-23,297.01177978515625,10.907060348938533,-74.98448392990626
USIACURÍ,2018,2018-12-23,296.5951131184896,10.740522656584362,-74.98267412624779
BARRANQUILLA,2018,2018-12-24,298.1702880859375,10.98152771823087,-74.82774915964693
BARANOA,2018,2018-12-24,297.05615234375,10.793293658378715,-74.92219640305643
CAMPO DE LA CRUZ,2018,2018-12-24,297.58306884765625,10.402620855645086,-74.87840832085742
CANDELARIA,2018,2018-12-24,297.1351928710937,10.489019585448387,-74.87756539446083
GALAPA,2018,2018-12-24,297.22467041015625,10.897721024361596,-74.88708921871891
JUAN DE ACOSTA,2018,2018-12-24,296.9867248535156,10.823092520111464,-75.07842405936859
LURUACO,2018,2018-12-24,297.0073377821181,10.635031161141915,-75.15402741021481
MALAMBO,2018,2018-12-24,297.5315348307292,10.848289285861629,-74.8061750526255
MANATÍ,2018,2018-12-24,296.950927734375,10.45414802741401,-74.98477032732278
PALMAR DE VARELA,2018,2018-12-24,297.6038818359375,10.694812386323434,-74.77015084732946
PIOJÓ,2018,2018-12-24,297.0045346860533,10.740779525620145,-75.14364579776823
POLONUEVO,2018,2018-12-24,297.4862365722656,10.767401673530337,-74.85414835065527
